response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
Genetic_Information_Processing__Transcription__RNA_polymerase	0.1614555	0.1650577	0.1610832	0.1672636	0.1658959	0.1595583	0.1849824
Genetic_Information_Processing__Transcription__Transcription_factors	1.940571	2.028345	1.828851	1.813973	1.950489	1.902435	1.994730
Genetic_Information_Processing__Transcription__Transcription_machinery	1.0309921	1.0380679	1.0662582	0.9287604	0.9239476	1.0643016	0.8878060
Genetic_Information_Processing__Translation__Aminoacyl_tRNA_biosynthesis	1.241206	1.185004	1.191794	1.271548	1.233969	1.120734	1.285715
Genetic_Information_Processing__Translation__RNA_transport	0.1724722	0.1620491	0.1531838	0.1703611	0.1743223	0.1755095	0.1821492
Genetic_Information_Processing__Translation__Ribosome	2.332618	2.322658	2.292098	2.420068	2.265498	2.226559	2.395998
Genetic_Information_Processing__Translation__Ribosome_Biogenesis	1.441669	1.490958	1.365928	1.518680	1.466076	1.333316	1.668726
Genetic_Information_Processing__Translation__Ribosome_biogenesis_in_eukaryotes	0.04694168	0.04378705	0.04460162	0.04873359	0.04691074	0.04326297	0.04752513
Genetic_Information_Processing__Translation__Translation_factors	0.5230743	0.5288930	0.5251489	0.5415302	0.5258066	0.5118988	0.5945439
Human_Diseases__Cancers__Bladder_cancer	4.599871e-05	1.388596e-04	2.309768e-05	0.000000e+00	7.156658e-04	0.000000e+00	9.139448e-05
Human_Diseases__Cancers__Pathways_in_cancer	0.04070886	0.04253732	0.04333125	0.05940267	0.04021580	0.04219647	0.04862186
Human_Diseases__Cancers__Prostate_cancer	0.04093885	0.04212074	0.04443994	0.04896303	0.03894607	0.04284565	0.04779931
Human_Diseases__Cancers__Renal_cell_carcinoma	0.0010579703	0.0014348823	0.0014320562	0.0108067429	0.0013851595	0.0003709580	0.0008453989
Human_Diseases__Immune_System_Diseases__Primary_immunodeficiency	0.04261780	0.03559434	0.03718727	0.04985786	0.05187422	0.06021112	0.04693106
Human_Diseases__Infectious_Diseases__African_trypanosomiasis	0.0004369877	0.0006017248	0.0003926606	0.0002982753	0.0007849237	0.0010665042	0.0001370917
Human_Diseases__Infectious_Diseases__Amoebiasis	0.0098437240	0.0047212255	0.0142743667	0.0049100700	0.0109196744	0.0100854200	0.0005940641
Human_Diseases__Infectious_Diseases__Bacterial_invasion_of_epithelial_cells	1.011972e-03	3.980641e-03	2.309768e-05	2.064983e-04	3.047351e-03	3.709580e-04	2.284862e-04
Human_Diseases__Infectious_Diseases__Chagas_disease_American_trypanosomiasis	9.199742e-05	9.257305e-05	2.309768e-05	2.294425e-05	4.617198e-04	1.159244e-04	9.139448e-05
Human_Diseases__Infectious_Diseases__Epithelial_cell_signaling_in_Helicobacter_pylori_infection	0.10200214	0.09062902	0.10121404	0.10448813	0.10074727	0.10495792	0.09294818
Human_Diseases__Infectious_Diseases__Pertussis	0.004530873	0.004026928	0.011502645	0.005231290	0.009026623	0.011453328	0.001210977
Human_Diseases__Infectious_Diseases__Staphylococcus_aureus_infection	0.009038747	0.019394054	0.001732326	0.002661533	0.015028981	0.006630874	0.001416614
Human_Diseases__Infectious_Diseases__Tuberculosis	0.1600755	0.1629749	0.1488184	0.1717836	0.1589471	0.1390165	0.1810982
Human_Diseases__Infectious_Diseases__Vibrio_cholerae_infection	0	0	0	0	0	0	0
Human_Diseases__Infectious_Diseases__Vibrio_cholerae_pathogenic_cycle	0.06451319	0.06260252	0.06310286	0.06715783	0.06540262	0.07229044	0.08214079
Human_Diseases__Metabolic_Diseases__Type_I_diabetes_mellitus	0.04988560	0.04913315	0.05213147	0.04923837	0.04970414	0.04984748	0.04658834
Human_Diseases__Metabolic_Diseases__Type_II_diabetes_mellitus	0.05269152	0.05746472	0.04358532	0.05334539	0.05076610	0.04511776	0.08517965
Human_Diseases__Neurodegenerative_Diseases__Alzheimers_disease	0.04556172	0.04563851	0.04531765	0.04726516	0.04416350	0.04483955	0.04635985
Human_Diseases__Neurodegenerative_Diseases__Amyotrophic_lateral_sclerosis_ALS	0.008141772	0.009650740	0.010763519	0.008856481	0.007249002	0.011476512	0.037357493
Human_Diseases__Neurodegenerative_Diseases__Huntingtons_disease	0.01437460	0.01501998	0.01773902	0.01312411	0.01283581	0.01377181	0.03973375
Human_Diseases__Neurodegenerative_Diseases__Parkinsons_disease	2.299936e-05	0.000000e+00	2.078791e-04	0.000000e+00	0.000000e+00	0.000000e+00	6.854586e-05
Human_Diseases__Neurodegenerative_Diseases__Prion_diseases	0.005105857	0.006804119	0.004573341	0.008099321	0.005933100	0.006329471	0.037083310
Metabolism__Amino_Acid_Metabolism__Alanine_aspartate_and_glutamate_metabolism	1.050220	1.075884	1.100535	1.122892	1.058493	1.142736	1.101349
Metabolism__Amino_Acid_Metabolism__Amino_acid_related_enzymes	1.501536	1.452263	1.492665	1.527078	1.502852	1.449518	1.466150
Metabolism__Amino_Acid_Metabolism__Arginine_and_proline_metabolism	1.272094	1.241474	1.322781	1.239976	1.277048	1.390304	1.199118
Metabolism__Amino_Acid_Metabolism__Cysteine_and_methionine_metabolism	0.9543582	0.9779880	0.9364031	0.9696470	0.9391613	0.9465457	1.0298330
Metabolism__Amino_Acid_Metabolism__Glycine_serine_and_threonine_metabolism	0.7991816	0.7977020	0.8019053	0.7859324	0.7840696	0.8657464	0.7769902
Metabolism__Amino_Acid_Metabolism__Histidine_metabolism	0.6751231	0.6270667	0.6525788	0.7558525	0.6411211	0.6319733	0.8312785
Metabolism__Amino_Acid_Metabolism__Lysine_biosynthesis	0.9097395	0.8901593	0.8807608	0.8636217	0.9144592	1.0017257	1.0145244
Metabolism__Amino_Acid_Metabolism__Lysine_degradation	0.11078789	0.10680616	0.10472488	0.12291236	0.10670346	0.09192802	0.13668044
Metabolism__Amino_Acid_Metabolism__Phenylalanine_metabolism	0.1646524	0.1476540	0.1768820	0.1913321	0.1507284	0.1622709	0.1646929
Metabolism__Amino_Acid_Metabolism__Phenylalanine_tyrosine_and_tryptophan_biosynthesis	0.9004938	0.8029786	0.8572473	0.8888374	0.9070948	0.9094962	0.8798775
Metabolism__Amino_Acid_Metabolism__Tryptophan_metabolism	0.11315683	0.11171253	0.11285527	0.11350522	0.11332914	0.10326543	0.09861464
Metabolism__Amino_Acid_Metabolism__Tyrosine_metabolism	0.3353996	0.3312495	0.3047046	0.3329440	0.3140388	0.3123234	0.3712215
Metabolism__Amino_Acid_Metabolism__Valine_leucine_and_isoleucine_biosynthesis	0.8381885	0.8129765	0.7788307	0.7098493	0.8114726	0.8095926	0.7358855
Metabolism__Amino_Acid_Metabolism__Valine_leucine_and_isoleucine_degradation	0.1771180	0.1642014	0.1743413	0.1719901	0.1623869	0.1245260	0.1145173
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Butirosin_and_neomycin_biosynthesis	0.08486762	0.09153160	0.07121015	0.08298936	0.07419838	0.07013424	0.09223988
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Flavone_and_flavonol_biosynthesis	0.0061408278	0.0093267347	0.0077377231	0.0058048958	0.0088650211	0.0012751680	0.0009824906
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Flavonoid_biosynthesis	0.004162883	0.014996834	0.005404857	0.017621186	0.001269730	0.001507017	0.011607099
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Isoquinoline_alkaloid_biosynthesis	0.04192782	0.03577948	0.05005267	0.04260748	0.03887681	0.04887371	0.01213262
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Novobiocin_biosynthesis	0.1318783	0.1231453	0.1327424	0.1345451	0.1242719	0.1306468	0.1083710
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Penicillin_and_cephalosporin_biosynthesis	0.013477622	0.026776755	0.026770212	0.012711116	0.022324155	0.022674806	0.001896435
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Phenylpropanoid_biosynthesis	0.1789810	0.2126634	0.1771361	0.1799747	0.2081433	0.1543185	0.2603829
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	0.0010809697	0.0044666496	0.0018478145	0.0157856456	0.0002539459	0.0009042101	0.0106703054
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Streptomycin_biosynthesis	0.3229799	0.3285418	0.3441554	0.3116288	0.3242658	0.3596669	0.2862475
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	0.11419180	0.09671569	0.11045311	0.10923759	0.09818473	0.09784017	0.10115084
Metabolism__Biosynthesis_of_Other_Secondary_Metabolites__beta_Lactam_resistance	0.024172322	0.027864488	0.028340854	0.021819984	0.038576693	0.038185487	0.002856077
Metabolism__Carbohydrate_Metabolism__Amino_sugar_and_nucleotide_sugar_metabolism	1.470970	1.585059	1.516432	1.709622	1.561698	1.549376	2.061425
Metabolism__Carbohydrate_Metabolism__Ascorbate_and_aldarate_metabolism	0.11375481	0.12643164	0.09726433	0.07569309	0.11134374	0.10502748	0.10428110
Metabolism__Carbohydrate_Metabolism__Butanoate_metabolism	0.6496628	0.6094547	0.6018332	0.5584860	0.5543870	0.5524955	0.5079934
Metabolism__Carbohydrate_Metabolism__C5_Branched_dibasic_acid_metabolism	0.3577550	0.3316429	0.3340156	0.2844170	0.3431502	0.3623100	0.2951128
Metabolism__Carbohydrate_Metabolism__Citrate_cycle_TCA_cycle	0.4714408	0.4524971	0.4943828	0.4196733	0.4062442	0.4949971	0.3073825
Metabolism__Carbohydrate_Metabolism__Fructose_and_mannose_metabolism	1.158133	1.073084	1.046348	1.205881	1.107989	1.270693	1.331069
Metabolism__Carbohydrate_Metabolism__Galactose_metabolism	0.8542650	0.8588002	0.8796290	0.8630939	0.9144823	0.8985530	0.8919644
Metabolism__Carbohydrate_Metabolism__Glycolysis_Gluconeogenesis	1.234306	1.301137	1.116611	1.236328	1.220556	1.160890	1.743190
Metabolism__Carbohydrate_Metabolism__Glyoxylate_and_dicarboxylate_metabolism	0.5067678	0.5298187	0.5162101	0.5520387	0.5172417	0.5933937	0.4402015
Metabolism__Carbohydrate_Metabolism__Inositol_phosphate_metabolism	0.10239313	0.08849984	0.10160670	0.07073713	0.08315574	0.10331180	0.05316874
Metabolism__Carbohydrate_Metabolism__Pentose_and_glucuronate_interconversions	0.5465567	0.6725663	0.5884596	0.5571782	0.5279997	0.6440758	0.3784645
Metabolism__Carbohydrate_Metabolism__Pentose_phosphate_pathway	0.9676979	1.0313795	0.9144834	0.9782741	0.9305733	0.9635402	0.9638233
Metabolism__Carbohydrate_Metabolism__Propanoate_metabolism	0.5540545	0.4835553	0.5039683	0.4843991	0.5091385	0.5237463	0.5660060
Metabolism__Carbohydrate_Metabolism__Pyruvate_metabolism	1.140078	1.078939	1.071086	1.022878	1.076500	1.148486	1.142522
Metabolism__Carbohydrate_Metabolism__Starch_and_sucrose_metabolism	1.137203	1.174405	1.101136	1.107083	1.210422	1.187321	1.139643
Metabolism__Energy_Metabolism__Carbon_fixation_in_photosynthetic_organisms	0.6756291	0.6612724	0.6490217	0.6631348	0.6373119	0.6588677	0.6239730
Metabolism__Energy_Metabolism__Carbon_fixation_pathways_in_prokaryotes	0.9476884	0.8388044	0.9608635	0.8554994	0.8517346	0.9510667	0.7695187
Metabolism__Energy_Metabolism__Methane_metabolism	1.423890	1.326826	1.377315	1.303119	1.367522	1.532822	1.341191
Metabolism__Energy_Metabolism__Nitrogen_metabolism	0.6431540	0.6617816	0.7029548	0.6489782	0.6611828	0.7181051	0.6640723
Metabolism__Energy_Metabolism__Oxidative_phosphorylation	1.0936653	0.9763217	1.0881086	1.0470839	1.0552838	1.2685372	1.0301072
Metabolism__Energy_Metabolism__Photosynthesis	0.4499364	0.3828127	0.4067040	0.5180812	0.5020049	0.3952325	0.3698506
Metabolism__Energy_Metabolism__Photosynthesis_proteins	0.4513853	0.3847336	0.4096605	0.5184024	0.5032515	0.3972264	0.3701248
Metabolism__Energy_Metabolism__Sulfur_metabolism	0.2756933	0.2369639	0.2555296	0.2575033	0.2861047	0.2627542	0.2386767
Metabolism__Enzyme_Families__Peptidases	1.817087	1.854655	1.867517	2.043759	1.846995	1.929260	2.038440
Metabolism__Enzyme_Families__Protein_kinases	0.3158271	0.3264820	0.3276175	0.2781761	0.3271978	0.2947261	0.2505580
Metabolism__Glycan_Biosynthesis_and_Metabolism__Glycosaminoglycan_degradation	0.04767766	0.06505571	0.06441943	0.07323805	0.05351333	0.06408299	0.23216482
Metabolism__Glycan_Biosynthesis_and_Metabolism__Glycosphingolipid_biosynthesis_ganglio_series	0.02412632	0.02726276	0.04289239	0.03081413	0.02276279	0.05309336	0.07693130
Metabolism__Glycan_Biosynthesis_and_Metabolism__Glycosphingolipid_biosynthesis_globo_series	0.09289440	0.09859030	0.11685117	0.08624744	0.09128201	0.14305067	0.11794457
Metabolism__Glycan_Biosynthesis_and_Metabolism__Glycosyltransferases	0.2763373	0.2595517	0.2903609	0.2681954	0.2989174	0.2933350	0.1789047
Metabolism__Glycan_Biosynthesis_and_Metabolism__Lipopolysaccharide_biosynthesis	0.054048484	0.041264437	0.122579392	0.061880649	0.042131936	0.088264814	0.007083072
Metabolism__Glycan_Biosynthesis_and_Metabolism__Lipopolysaccharide_biosynthesis_proteins	0.1386171	0.1542267	0.2249483	0.1589807	0.1313593	0.1807725	0.1798186
Metabolism__Glycan_Biosynthesis_and_Metabolism__N_Glycan_biosynthesis	0.017088521	0.007614133	0.023929197	0.008168154	0.016852774	0.018617454	0.001119582
Metabolism__Glycan_Biosynthesis_and_Metabolism__Other_glycan_degradation	0.2312585	0.2811906	0.3495834	0.2509183	0.2475511	0.3169604	0.2187984
Metabolism__Glycan_Biosynthesis_and_Metabolism__Peptidoglycan_biosynthesis	0.8485612	0.8830312	0.8213304	0.8895946	0.8473713	0.8169422	0.8652315
Metabolism__Lipid_Metabolism__Arachidonic_acid_metabolism	0.009291739	0.014094247	0.013720022	0.015946255	0.006718024	0.005865773	0.004798210
Metabolism__Lipid_Metabolism__Biosynthesis_of_unsaturated_fatty_acids	0.11062690	0.10152949	0.10701156	0.09514981	0.10644951	0.11330448	0.10277309
Metabolism__Lipid_Metabolism__Ether_lipid_metabolism	0.0029439175	0.0077992794	0.0009932003	0.0012848781	0.0020777393	0.0045674201	0.0004341238
Metabolism__Lipid_Metabolism__Fatty_acid_biosynthesis	0.5328031	0.4485164	0.4923502	0.4199945	0.4932553	0.5197817	0.5632413
Metabolism__Lipid_Metabolism__Fatty_acid_metabolism	0.2180109	0.2050724	0.2118750	0.1899555	0.2023487	0.2196303	0.1657896
Metabolism__Lipid_Metabolism__Glycerolipid_metabolism	0.4565602	0.4517102	0.4036089	0.4154057	0.4330009	0.4631642	0.3983657
Metabolism__Lipid_Metabolism__Glycerophospholipid_metabolism	0.5678771	0.5948050	0.5501406	0.5972159	0.5942104	0.5826591	0.6344833
Metabolism__Lipid_Metabolism__Linoleic_acid_metabolism	0.07474790	0.06551858	0.07157971	0.08227809	0.06175503	0.08905310	0.06482153
Metabolism__Lipid_Metabolism__Lipid_biosynthesis_proteins	0.5570904	0.5078095	0.5726608	0.4717109	0.5253218	0.5870410	0.5019842
Metabolism__Lipid_Metabolism__Primary_bile_acid_biosynthesis	0.03960489	0.04036185	0.03875791	0.04692100	0.04284760	0.03171691	0.04087618
Metabolism__Lipid_Metabolism__Secondary_bile_acid_biosynthesis	0.03953589	0.04036185	0.03843454	0.04685216	0.04282452	0.03164735	0.04085333
Metabolism__Lipid_Metabolism__Sphingolipid_metabolism	0.18870971	0.21000196	0.25659214	0.17749674	0.18653482	0.26015747	0.09829476
Metabolism__Lipid_Metabolism__Steroid_hormone_biosynthesis	0.0065778156	0.0065958298	0.0148980041	0.0071815510	0.0016391055	0.0139804788	0.0002284862
Metabolism__Lipid_Metabolism__Synthesis_and_degradation_of_ketone_bodies	0.02854220	0.03128969	0.02559223	0.03694025	0.02924995	0.02160830	0.01147001
Metabolism__Lipid_Metabolism__alpha_Linolenic_acid_metabolism	0.0003909890	0.0012265929	0.0007622235	0.0004359408	0.0016621914	0.0005564370	0.0004112752
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Biotin_metabolism	0.1366162	0.1124300	0.1396255	0.1442964	0.1613942	0.1986712	0.1521490
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Folate_biosynthesis	0.3535691	0.2919523	0.3523089	0.3175714	0.3485985	0.4215010	0.2296286
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Lipoic_acid_metabolism	0.013592619	0.014071104	0.020649327	0.011127962	0.011404480	0.018895672	0.003450142
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Nicotinate_and_nicotinamide_metabolism	0.4198072	0.3835070	0.4108846	0.4475506	0.4095686	0.4031386	0.4076422
Metabolism__Metabolism_of_Cofactors_and_Vitamins__One_carbon_pool_by_folate	0.6026751	0.5869363	0.6173548	0.5945315	0.5801972	0.5851630	0.6641865
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Pantothenate_and_CoA_biosynthesis	0.6732371	0.6269741	0.6543111	0.5947609	0.6651536	0.6774620	0.5252212
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Porphyrin_and_chlorophyll_metabolism	0.9097855	0.9625051	1.0776916	0.7742309	1.0085808	1.1860222	0.3935903
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Retinol_metabolism	0.019940441	0.027517339	0.018339559	0.014867876	0.014913551	0.019730327	0.003655779
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Riboflavin_metabolism	0.1885947	0.1721859	0.2130761	0.2227199	0.2046804	0.2020330	0.1172134
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Thiamine_metabolism	0.5426238	0.4924655	0.5141775	0.5567652	0.5663917	0.5403467	0.5592200
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Ubiquinone_and_other_terpenoid_quinone_biosynthesis	0.06046530	0.04772141	0.08462990	0.06456513	0.06127022	0.09484932	0.04917023
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Vitamin_B6_metabolism	0.1908486	0.1813275	0.1900708	0.1706593	0.1718983	0.1903014	0.1546166
Metabolism__Metabolism_of_Other_Amino_Acids__Cyanoamino_acid_metabolism	0.2893779	0.3456215	0.2940335	0.2999502	0.3251662	0.2701965	0.3903687
Metabolism__Metabolism_of_Other_Amino_Acids__D_Alanine_metabolism	0.10614202	0.12835253	0.10641102	0.11476715	0.10400240	0.08956317	0.10003126
Metabolism__Metabolism_of_Other_Amino_Acids__D_Arginine_and_D_ornithine_metabolism	0.0007819781	0.0032632000	0.0031412846	0.0108526314	0.0009465257	0.0003014034	0.0007768531
Metabolism__Metabolism_of_Other_Amino_Acids__D_Glutamine_and_D_glutamate_metabolism	0.1427340	0.1402945	0.1477790	0.1423232	0.1392778	0.1392252	0.1419128
Metabolism__Metabolism_of_Other_Amino_Acids__Glutathione_metabolism	0.13788113	0.12967170	0.15385365	0.13773435	0.14659605	0.14089448	0.09477607
Metabolism__Metabolism_of_Other_Amino_Acids__Phosphonate_and_phosphinate_metabolism	0.06587015	0.07584047	0.06153222	0.05901262	0.05824596	0.04966200	0.12511904
Metabolism__Metabolism_of_Other_Amino_Acids__Selenocompound_metabolism	0.3612279	0.3519396	0.3576214	0.3694484	0.4042588	0.3612435	0.4390819
Metabolism__Metabolism_of_Other_Amino_Acids__Taurine_and_hypotaurine_metabolism	0.09425136	0.09507252	0.10444771	0.11022419	0.09703043	0.10375231	0.09566717
Metabolism__Metabolism_of_Other_Amino_Acids__beta_Alanine_metabolism	0.1782910	0.1273574	0.1780831	0.1505372	0.1961386	0.2025431	0.1320879
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_ansamycins	0.1273704	0.1386744	0.1220481	0.1539330	0.1291200	0.1226480	0.1038698
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_siderophore_group_nonribosomal_peptides	0.005864836	0.011502201	0.010463249	0.007846934	0.010134751	0.031832831	0.005735004
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_vancomycin_group_antibiotics	0.05759039	0.05739529	0.06707566	0.05770479	0.06173194	0.06250642	0.04827913
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Carotenoid_biosynthesis	0.0025529284	0.0096738837	0.0009470049	0.0016978747	0.0011542996	0.0008346555	0.0011195824
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Geraniol_degradation	0.013845612	0.009882173	0.019679224	0.008053433	0.014498003	0.015186092	0.002147770
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Limonene_and_pinene_degradation	0.08229169	0.08498206	0.06751452	0.06637772	0.06591051	0.05228189	0.12639856
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Polyketide_sugar_unit_biosynthesis	0.2058902	0.2034293	0.2328708	0.2078520	0.2209791	0.2394302	0.1869017
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Prenyltransferases	0.2748883	0.2608940	0.2860879	0.2845087	0.2663200	0.2806761	0.2697280
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Terpenoid_backbone_biosynthesis	0.5711660	0.5571972	0.5621514	0.6046040	0.5472073	0.5463052	0.5635612
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Tetracycline_biosynthesis	0.2041423	0.1562170	0.1621457	0.1446635	0.1829565	0.1909738	0.2250589
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Zeatin_biosynthesis	0.04816065	0.04457392	0.05065321	0.05031675	0.04617198	0.04924467	0.04725095
Metabolism__Nucleotide_Metabolism__Purine_metabolism	2.081442	2.148898	2.126973	2.133953	2.158933	2.181789	2.120215
Metabolism__Nucleotide_Metabolism__Pyrimidine_metabolism	1.798389	1.899483	1.807486	1.847173	1.766425	1.766873	1.828941
