response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
GLYCOL_GLYOXDEG_PWY	  0.5593541	  1.9889384	  8.7490229	  9.9178190	  3.0109082	 12.6881113	  0.0000000	  0.0000000	104.9445364	  0.0000000	  2.5620046	  0.0000000
GLYCOLYSIS	2581.277	3186.764	3635.693	3939.094	2272.211	2648.308	2342.366	5373.956	3635.564	4528.207	2981.255	2426.564
GLYCOLYSIS_E_D	 428.8246	 359.4643	 936.6804	 488.0240	 238.3308	 245.3204	 119.7055	1391.1414	 755.4776	 297.7631	 316.6054	 174.0805
GLYCOLYSIS_TCA_GLYOX_BYPASS	  2.356845	  8.465943	 29.472565	  0.000000	  6.112570	 39.371975	  0.000000	  0.000000	170.706394	  0.000000	  8.481897	  0.000000
GLYOXYLATE_BYPASS	  0.5597934	  1.9986654	 13.5911512	  9.9767343	  3.0554720	 17.9496017	  0.0000000	  0.0000000	110.5983199	  0.0000000	  2.6561512	  0.0000000
GOLPDLCAT_PWY	 3.969621	10.368641	29.602395	 3.683682	 1.977754	 0.656354	 8.853888	39.687416	 7.313531	27.540027	18.520326	 5.614492
HCAMHPDEG_PWY	 0.1527273	 0.0000000	 3.7418182	 0.0000000	 0.6981818	 4.7890909	 0.0000000	 0.0000000	31.5927273	 0.0000000	 0.3054545	 0.0000000
HEME_BIOSYNTHESIS_II	10.184729	30.447564	11.547368	15.070101	 2.429670	29.491346	 7.993522	26.077439	48.702591	 3.606056	 2.067878	21.006472
HEMESYN2_PWY	100.56435	272.61796	192.22372	163.06250	 43.87514	331.69424	 67.69513	209.38161	148.14990	 39.86763	 33.82265	 29.29626
HEXITOLDEGSUPER_PWY	 444.4295	 322.3202	 592.5116	 405.8653	1269.1084	 993.1378	 127.0836	 303.9454	 754.4800	 235.1167	 649.3075	 154.0876
HISDEG_PWY	 433.5032	 537.1371	 580.3208	 963.4669	 382.8123	 228.5835	 300.5381	 886.6707	 380.7251	1525.5422	 181.7393	 412.3783
HISTSYN_PWY	3332.158	4632.867	4153.594	4213.851	3431.381	4231.689	3921.838	5007.474	3976.956	4422.962	2971.887	3175.618
HOMOSER_METSYN_PWY	1313.4222	2118.5873	3273.4133	 673.6915	2483.1241	3432.4174	1679.0869	4020.7072	2359.3277	 941.9659	3140.3620	 572.5622
HSERMETANA_PWY	1391.1329	2280.5674	3811.5000	 694.0114	2849.5058	4045.3928	1821.2895	4735.7487	2625.5923	 980.8292	3910.5821	 590.8985
ILEUSYN_PWY	4369.660	5520.521	5019.049	5017.978	3860.597	5188.781	4492.447	5790.988	4760.261	5267.477	3482.054	3634.856
KDO_NAGLIPASYN_PWY	  8.855344	 41.943042	 42.817077	  0.000000	  6.991229	 11.968437	  0.000000	  0.000000	158.033597	  0.000000	  6.288646	  0.000000
KETOGLUCONMET_PWY	 0.2798324	 0.0000000	 6.8158780	 0.0000000	 1.2785941	 8.1816153	 0.0000000	 0.0000000	55.8710118	 0.0000000	 0.5599205	 0.0000000
LACTOSECAT_PWY	 66.301028	 60.182832	145.505081	  7.778090	 63.122282	417.615802	  1.300160	 93.905346	 55.201158	  6.347577	902.342403	 28.649411
LEU_DEG2_PWY	0	0	0	0	0	0	0	0	0	0	0	0
LPSSYN_PWY	0.000000	0.000000	0.000000	0.000000	1.525457	1.672956	0.000000	0.000000	1.967681	0.000000	0.000000	0.000000
MET_SAM_PWY	1771.0894	2703.0007	3687.7803	 972.6445	2874.2115	3797.8565	2137.2490	4534.4807	2868.8165	1340.6088	3086.1903	 812.8602
METH_ACETATE_PWY	1243.9571	 725.3532	 954.3049	1422.7680	 340.4347	3117.3801	1216.5401	 958.3899	3004.3233	 792.8704	 225.7011	 543.7801
METHGLYUT_PWY	 0.3490043	 0.0000000	 5.5908477	 0.0000000	 1.5692492	 6.6687409	 0.0000000	 0.0000000	47.8584874	 0.0000000	 0.6406384	 0.0000000
METHYLGALLATE_DEGRADATION_PWY	0	0	0	0	0	0	0	0	0	0	0	0
NAD_BIOSYNTHESIS_II	 10.89285	 37.63971	 96.08835	 33.08235	 31.32830	 69.12381	 23.78160	 79.51305	 93.49006	169.38351	 51.46449	 13.91578
NADSYN_PWY	 0.0000	18.5235	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000
NAGLIPASYN_PWY	 313.94361	 543.65379	 241.70098	 973.57519	 381.40018	  18.78263	 286.37147	 584.08678	 426.06159	1267.79004	  23.15630	 387.24723
NONMEVIPP_PWY	3704.531	4531.084	4147.708	4367.120	3298.674	4478.962	4123.602	4796.763	3957.872	4402.384	2855.082	3355.365
NONOXIPENT_PWY	5921.848	7224.343	7326.912	6512.867	5928.535	7251.467	6022.030	9824.099	6207.370	7256.881	5607.496	4510.638
OANTIGEN_PWY	3159.770	3554.067	3880.877	3061.042	2657.899	3034.834	3051.948	4225.349	2911.012	2049.190	2911.051	2874.373
ORNARGDEG_PWY	 0.3254804	 0.0000000	 7.3604388	 0.0000000	 1.6734741	 9.5465092	 0.0000000	 0.0000000	53.7929206	 0.0000000	 2.4185627	 0.0000000
ORNDEG_PWY	 0.2799531	 0.0000000	 6.0566610	 0.0000000	 1.7441340	 7.3994771	 0.0000000	 0.0000000	52.7571335	 0.0000000	 1.8936986	 0.0000000
P101_PWY	0	0	0	0	0	0	0	0	0	0	0	0
P105_PWY	  2.074098	  7.370244	 43.107964	  0.000000	 12.632741	 53.232363	  0.000000	  0.000000	277.664126	  0.000000	 13.038324	  0.000000
P108_PWY	 685.52032	 970.16283	 423.28107	1546.89665	 792.65800	 235.09800	 509.97448	1019.35895	 665.53983	2484.23790	  60.56326	 661.77826
P122_PWY	358.5054	643.6755	224.5655	591.3262	532.7803	316.4514	272.5203	325.1913	606.6882	774.3695	178.2023	159.7466
P124_PWY	503.6005	965.6002	276.6099	791.6245	781.3393	640.7761	373.0576	401.0282	854.0350	955.0421	271.0319	199.9741
P125_PWY	31.256374	32.044243	28.931864	 8.399011	13.798211	13.425834	 5.195598	13.249633	 5.454427	 4.492062	10.419915	26.779754
P161_PWY	3785.336	3468.718	4682.610	2738.779	2473.026	4041.668	3814.860	3240.142	3985.301	1839.342	3061.565	3665.880
P162_PWY	156.96594	 96.50283	 35.93002	 27.61628	 56.08982	 67.43315	 28.84844	 51.70610	 16.88535	107.87256	 56.43424	 42.65724
P163_PWY	106.85989	 53.68186	 41.53459	 67.83836	117.10408	 10.80591	 15.75996	 99.06777	 11.85536	306.67371	 36.27337	 70.84750
P164_PWY	1522.5122	 537.9151	1324.2122	 600.3409	 450.7677	1919.6174	 284.5619	1423.3407	 523.0703	1468.6933	 687.8446	 254.6863
P184_PWY	0	0	0	0	0	0	0	0	0	0	0	0
P221_PWY	131.984738	  3.995622	109.298839	  1.999136	 11.958910	  9.975469	 11.963403	 41.689020	  3.997190	  0.000000	 74.056883	  7.974597
P23_PWY	288.49736	331.98141	574.20370	438.97560	 99.05276	127.33489	 92.55013	 67.80073	356.78486	 57.19065	 37.53830	 54.89461
P261_PWY	0	0	0	0	0	0	0	0	0	0	0	0
P281_PWY	0.000000	0.000000	0.000000	0.000000	0.000000	0.333125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
P341_PWY	  2.499146	 17.467958	 91.523438	 14.974808	  2.499231	128.254696	  7.492857	 27.426405	 27.421154	 49.736669	 47.181222	  0.000000
P381_PWY	0	0	0	0	0	0	0	0	0	0	0	0
P4_PWY	2533.3475	2666.2134	2716.3653	1769.8555	2223.5046	2739.3520	1780.9450	4294.6421	3094.4513	1002.2634	2246.7376	 993.1927
P42_PWY	 983.5577	1816.1448	 990.3839	2839.6345	1305.4704	 410.7496	1081.5958	1865.2912	1271.6478	3548.3656	  87.5586	1297.8010
P441_PWY	 809.5952	 672.7470	1635.6241	 883.8252	 445.1880	 524.5167	 241.4576	2300.0333	1370.5889	 549.7094	 667.2349	 333.0386
P461_PWY	 306.1011	1696.4589	 591.9115	 794.6532	2265.5187	 896.6924	 738.8925	 303.7176	 938.5233	 292.7262	 355.8487	 238.3533
P562_PWY	 37.86646	389.34207	209.25821	272.73215	543.60024	196.25712	190.86245	168.93840	163.19602	121.98785	 78.12811	 53.55055
PANTO_PWY	2268.9011	2910.1660	1765.2970	3258.9548	1769.9733	2541.2946	2453.6106	1750.6612	1503.8275	2965.2763	 383.9592	2327.5686
PANTOSYN_PWY	2544.7790	3284.5600	2081.7751	3458.7337	2090.0933	2816.3333	2784.5703	2150.8853	1871.9985	3313.1622	 504.2045	2561.2293
PENTOSE_P_PWY	 776.1024	 931.5750	1073.7544	1305.1956	 824.9238	 371.6564	 576.3285	1505.8211	1003.4290	2218.0383	 304.0990	 670.0530
PEPTIDOGLYCANSYN_PWY	3608.934	4653.478	4354.199	4339.924	3367.734	4400.234	3976.938	4942.340	4102.532	4344.798	2976.380	3270.544
PHOSLIPSYN_PWY	3994.948	4999.932	4826.484	4580.327	3606.536	5033.168	4298.439	4788.763	4559.633	4692.653	3138.765	3442.954
POLYAMINSYN3_PWY	174.30301	127.46079	 75.81642	308.08427	 93.64194	 54.68951	109.97065	 50.82175	394.89841	  0.00000	 22.23355	 49.62228
POLYAMSYN_PWY	811.71805	134.04246	236.27790	449.99210	174.85408	 67.09119	563.56940	 49.74689	530.78219	148.16431	 22.35000	117.71823
POLYISOPRENSYN_PWY	2035.2771	1507.0980	 860.5375	2066.4002	 957.1130	 477.8923	 866.5206	1537.6465	1110.1065	2535.2799	 163.2446	1024.4858
PPGPPMET_PWY	 2.848916	14.137760	15.993424	 0.000000	 2.223840	12.828313	 0.000000	 0.000000	74.721650	 0.000000	 2.697908	 2.495551
PROTOCATECHUATE_ORTHO_CLEAVAGE_PWY	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.4962234	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
PRPP_PWY	 659.6305	 901.9673	1069.0127	1504.2262	 629.7023	 281.5832	 360.4824	 109.1422	 764.2159	 795.2125	 101.7039	 311.8518
PWY_1269	 390.70009	 617.11366	 379.42838	 916.75155	 461.21678	  83.42797	 282.48467	 749.72350	 412.35792	1178.64383	  49.14275	 371.57505
PWY_1541	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	3.2572708	0.0000000	0.0000000	0.0000000	0.0000000	0.7148484	0.0000000
PWY_1622	0.000000	4.625135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.648845	0.000000
PWY_181	 0.00000	11.15618	 0.00000	38.95460	 0.00000	15.85850	 0.00000	 0.00000	 0.00000	 0.00000	44.38949	 0.00000
PWY_1861	1153.5351	2681.5334	2561.6029	1255.9988	3026.9990	2369.9321	1334.9456	4737.6710	1338.5715	 700.7996	2778.0955	 499.6857
PWY_2941	1122.8083	1560.7628	1858.2773	 816.0210	1755.3622	1503.1199	 976.3763	4012.4227	2463.6316	 228.4075	2927.6370	 432.1014
PWY_2942	3840.855	5215.081	4833.959	4860.845	3670.060	5113.450	4335.354	5404.334	5028.110	5114.735	3399.547	3460.219
PWY_3001	3989.406	5131.039	4372.006	4771.981	3545.249	4640.715	4138.216	5210.610	4536.446	4965.568	3092.049	3300.183
PWY_3781	 11.927028	245.518274	  5.984894	  0.000000	  2.996734	 14.700709	 53.960799	 11.965520	  0.000000	  5.995615	  0.000000	 11.947522
PWY_4361	0	0	0	0	0	0	0	0	0	0	0	0
PWY_4722	0.000000	0.000000	0.000000	0.000000	0.000000	1.357714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
PWY_4984	1790.01415	 165.46537	 160.69274	 378.04891	 121.89803	 313.18644	  45.92086	 228.06495	  76.56682	 340.81173	 174.79966	 121.25793
PWY_5005	305.145319	 84.496614	  0.000000	  7.174802	 64.012578	168.204804	 22.689893	 44.497452	 30.954616	  0.000000	 41.529172	 55.704054
PWY_5022	494.98939	 44.23736	 61.51126	 28.33529	 62.22760	152.42161	 16.37294	 53.93815	 71.24433	 75.33283	 66.78565	 46.59851
PWY_5028	 31.156189	 88.132792	413.222540	  9.941023	 35.454881	216.314300	  0.000000	811.590219	 14.668762	  0.000000	116.280629	 14.694486
PWY_5088	 0.00000	 6.97831	 0.00000	 0.00000	 0.00000	13.73270	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000
PWY_5097	3794.440	5115.602	4702.263	4845.812	3582.374	5053.718	4304.931	5378.209	5071.834	5183.341	3298.279	3449.246
PWY_5100	4136.299	5047.624	5008.976	4276.336	4163.640	4964.093	4236.903	5938.267	4204.823	4381.457	4294.888	3278.234
PWY_5101	4667.979	5807.312	5434.455	5465.530	4243.382	5591.190	4782.649	6224.239	5159.437	5713.864	3748.749	3964.032
PWY_5103	3863.468	5176.444	4716.823	4730.434	3610.618	4825.774	4222.092	5455.446	4483.898	5000.814	3253.138	3507.021
PWY_5104	4644.251	5550.565	5357.597	5263.896	4043.076	5583.170	4572.354	5967.241	4705.543	5343.713	3651.124	3857.252
PWY_5121	3536.064	4481.227	4093.304	4262.537	3227.473	4336.539	3993.685	4716.892	3908.108	4353.942	2788.618	3263.474
PWY_5154	 542.17857	 934.83133	 584.43323	1561.36639	 707.03785	  32.16169	 549.24188	1142.67375	 766.42225	2154.10585	  88.61383	 734.93128
PWY_5177	14.986644	46.559529	31.674337	22.732575	50.966789	21.473162	 9.808358	16.128341	91.935148	79.302253	32.572934	20.081223
PWY_5178	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5180	114.07412	  0.00000	226.21890	  0.00000	 40.42160	142.60494	  0.00000	  0.00000	 57.55600	  0.00000	 22.84843	  0.00000
PWY_5181	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5182	114.07412	  0.00000	226.21890	  0.00000	 40.42160	142.60494	  0.00000	  0.00000	 57.55600	  0.00000	 22.84843	  0.00000
PWY_5188	1722.8672	2121.6213	1633.2682	2133.2051	1326.6821	2508.2004	1396.5292	1450.9817	1966.5502	 722.0513	1220.0613	 442.0449
PWY_5189	1571.5902	1938.3267	1456.8570	1840.4461	1155.9446	2276.6447	1248.6009	1430.6258	1839.5085	 722.6552	1124.8526	 369.8429
PWY_5265	  0.00000	 35.35647	457.11715	 10.15870	227.11825	  0.00000	  0.00000	673.51903	 11.94494	  0.00000	 11.56517	  0.00000
PWY_5304	 16.00	 47.76	201.00	 52.51	  5.00	 13.75	 15.25	 18.00	 21.00	  4.25	 28.00	  6.51
PWY_5345	 80.75683	294.45488	 51.86131	428.98968	184.16311	 38.76212	202.39167	 26.63271	217.22375	329.52619	 19.08066	112.45600
PWY_5347	2188.231	3209.556	3634.515	1332.630	2993.143	4056.634	2536.783	4637.496	3326.875	1764.589	1741.821	1079.359
PWY_5384	1659.6528	1155.9151	2328.0574	1206.3675	 463.4171	1967.8039	1031.5733	1343.8083	2088.5892	2360.8881	 343.2553	 880.9667
PWY_5415	 0.3495066	 0.0000000	 8.4279149	 0.0000000	 1.5743668	10.6311771	 0.0000000	 0.0000000	46.4032108	 0.0000000	 0.6889011	 0.0000000
PWY_5417	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5431	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5484	1769.083	2200.751	2747.121	3167.161	1519.493	1737.692	1546.711	4712.793	2734.394	3802.598	2228.076	1782.096
PWY_5505	4044.375	4204.274	4141.492	3812.916	3368.173	5083.038	4541.042	5808.306	4822.208	4804.011	3416.696	3455.689
PWY_5507	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5509	2824.3798	3509.4463	3500.2027	3644.3100	2288.9823	3142.2539	3416.1578	2433.6690	2773.9912	3924.5461	 776.5524	2958.7402
PWY_5532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.826804	0.000000	0.000000	0.000000
PWY_5651	 0.00000	11.59728	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000
PWY_5659	3839.9986	3049.2544	2298.8580	3018.6036	1892.5516	1315.1493	2911.9193	2727.8938	2173.2730	3044.0311	 677.7546	2905.1690
PWY_5667	4287.016	5289.993	5046.000	4907.125	3940.035	5402.941	4540.295	4886.844	4953.203	5071.486	3168.541	3663.809
PWY_5676	 536.7188	 530.5171	 833.7739	1056.1210	1183.8073	 117.5471	 613.1849	 988.9773	 362.8396	 933.5392	 501.0021	 613.1169
PWY_5677	269.16325	 62.99639	111.57738	 42.69191	 83.97735	 27.45673	 30.18794	131.87281	 57.36295	305.00392	 90.60804	 71.32229
PWY_5686	3803.328	5113.871	4664.740	4840.262	3707.097	5008.819	4494.995	5242.081	4664.432	5062.753	3175.886	3559.847
PWY_5695	2507.4793	2437.6983	1839.0393	2725.1562	1452.2725	 613.3630	1368.3701	3484.3348	1730.9168	3027.4422	 756.2261	1263.7292
PWY_5705	 3.796433	23.636620	89.960735	 9.442798	19.192942	41.522595	 6.923077	23.803094	47.291438	75.467059	39.880486	 8.000000
PWY_5737	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5741	0	0	0	0	0	0	0	0	0	0	0	0
PWY_5747	 0.1400000	 0.0000000	 3.4300000	 0.0000000	 0.8900000	 4.3900000	 0.0000000	 0.0000000	29.2100000	 0.0000000	 0.3436364	 0.0000000
PWY_5823	 63.414137	 19.264783	  0.000000	158.389495	  0.000000	  0.000000	  0.000000	 11.334665	 15.249023	  0.000000	  4.639705	 29.854016
PWY_5837	 24.960287	 68.302244	 39.062285	  9.766315	 30.411220	137.808359	  8.174020	 39.299897	 90.192390	 20.778896	 12.350200	  5.860121
PWY_5838	 75.87085	183.58241	 94.36149	 32.64329	 88.54117	144.87079	 26.13115	115.53558	196.51190	 68.60808	 24.05184	 19.33778
PWY_5840	 76.76078	186.03200	 96.08104	 32.68270	 89.48649	187.51333	 26.23229	116.48952	200.64393	 68.71551	 25.13361	 19.37811
PWY_5845	 41.897049	 91.701817	 65.372667	  9.861503	 58.414197	144.870788	  5.261703	 62.511797	166.546193	 40.341223	 11.407983	  5.065270
PWY_5850	 41.897049	 91.701817	 65.372667	  9.861503	 58.414197	144.870788	  5.261703	 62.511797	166.546193	 40.341223	 11.407983	  5.065270
PWY_5855	 13.879090	 79.921162	  8.057858	217.500964	 12.692594	  8.364239	 27.461661	  4.460575	 54.055208	129.664518	 17.095441	 17.632135
PWY_5856	 13.879090	 79.921162	  8.057858	217.500964	 12.692594	  8.364239	 27.461661	  4.460575	 54.055208	129.664518	 17.095441	 17.632135
PWY_5857	 13.879090	 79.921162	  8.057858	217.500964	 12.692594	  8.364239	 27.461661	  4.460575	 54.055208	129.664518	 17.095441	 17.632135
PWY_5860	 28.269929	 64.449913	 48.411365	  6.599679	 41.254609	115.401768	  3.530229	 43.281450	129.571986	 27.212837	  8.269743	  3.392041
PWY_5861	 51.70184	136.43908	 73.49022	 22.04238	 64.50656	115.40177	 17.98830	 82.69842	157.62099	 46.66820	 19.30458	 13.11616
PWY_5862	 28.269929	 64.449913	 48.411365	  6.599679	 41.254609	115.401768	  3.530229	 43.281450	129.571986	 27.212837	  8.269743	  3.392041
PWY_5863	 28.495108	 77.887508	 44.581194	 11.157673	 34.707346	156.748133	  9.338856	 44.859641	102.733037	 23.730941	 14.105263	  6.695482
PWY_5896	 41.897049	 91.701817	 65.372667	  9.861503	 58.414197	144.870788	  5.261703	 62.511797	166.546193	 40.341223	 11.407983	  5.065270
PWY_5897	 68.12929	167.36864	 87.23457	 28.69444	 79.80745	177.79184	 23.14466	103.79652	184.07134	 60.44405	 23.17749	 17.03586
